Query Number	Algorithm	Coverage %	Query Time Passed
27	evosql	12.12	21810
27	evosql	15.15	25773
27	evosql	18.18	25844
27	evosql	21.21	30223
27	evosql	24.24	36569
27	evosql	27.27	36647
27	evosql	30.3	40370
27	evosql	33.33	43591
27	evosql	36.36	43663
27	evosql	39.39	47055
27	evosql	42.42	47134
27	evosql	45.45	51214
27	evosql	48.48	54672
27	evosql	51.52	60556
27	evosql	54.55	60634
27	evosql	57.58	60704
27	evosql	60.61	62699
27	evosql	63.64	62788
27	evosql	66.67	67360
27	evosql	69.7	76909
27	evosql	72.73	80621
27	evosql	75.76	80703
27	evosql	78.79	80837
27	evosql	81.82	84055
27	evosql	84.85	84142
27	evosql	87.88	89196
27	evosql	90.91	95566
27	evosql	93.94	100483
27	evosql	96.97	104048
27	evosql	100	109008
28	evosql	16.67	12
28	evosql	33.33	26
28	evosql	50	39
28	evosql	66.67	55
28	evosql	83.33	70
28	evosql	100	138
29	evosql	3.23	4336
29	evosql	6.45	12211
29	evosql	9.68	13603
29	evosql	12.9	15610
29	evosql	16.13	21682
29	evosql	19.35	29424
29	evosql	22.58	29489
29	evosql	25.81	34299
29	evosql	29.03	38154
29	evosql	32.26	38217
29	evosql	35.48	43671
29	evosql	38.71	54609
29	evosql	41.94	54812
29	evosql	45.16	61879
29	evosql	48.39	61943
29	evosql	51.61	63353
29	evosql	54.84	295019
29	evosql	58.06	295077
29	evosql	61.29	428900
29	evosql	64.52	431194
29	evosql	67.74	746669
29	evosql	70.97	746739
29	evosql	74.19	750467
29	evosql	77.42	762062
29	evosql	80.65	765174
29	evosql	83.87	770106
29	evosql	87.1	1035327
30	evosql	20	7
30	evosql	40	11
30	evosql	60	16
30	evosql	80	21
30	evosql	100	25
31	evosql	11.11	15
31	evosql	22.22	29
31	evosql	33.33	111
31	evosql	44.44	125
31	evosql	55.56	152
31	evosql	66.67	176
31	evosql	77.78	204
31	evosql	88.89	332
31	evosql	100	347
32	evosql	14.29	15
32	evosql	28.57	28
32	evosql	42.86	40
32	evosql	57.14	122
32	evosql	71.43	137
32	evosql	85.71	164
32	evosql	100	177
33	evosql	25	6
33	evosql	50	13
33	evosql	75	20
33	evosql	100	29
34	evosql	2.56	5414
34	evosql	5.13	99972
34	evosql	7.69	112330
34	evosql	10.26	115954
34	evosql	12.82	118839
34	evosql	15.38	122649
34	evosql	17.95	127561
34	evosql	20.51	149188
34	evosql	23.08	159763
34	evosql	25.64	159819
34	evosql	28.21	165587
34	evosql	30.77	168367
34	evosql	33.33	168425
34	evosql	35.9	170974
34	evosql	38.46	189657
34	evosql	41.03	189711
34	evosql	43.59	192096
34	evosql	46.15	202240
34	evosql	48.72	202439
34	evosql	51.28	211555
34	evosql	53.85	297745
34	evosql	56.41	302276
34	evosql	58.97	398530
34	evosql	61.54	401048
34	evosql	64.1	403773
34	evosql	66.67	403949
34	evosql	69.23	405021
34	evosql	71.79	405079
34	evosql	74.36	556286
34	evosql	76.92	718655
34	evosql	79.49	718717
34	evosql	82.05	745580
34	evosql	84.62	745650
34	evosql	87.18	748713
34	evosql	89.74	819685
34	evosql	92.31	1266990
35	evosql	14.29	14
35	evosql	28.57	21
35	evosql	42.86	40
35	evosql	57.14	48
35	evosql	71.43	58
35	evosql	85.71	71
35	evosql	100	82
36	evosql	3.13	1609
36	evosql	6.25	3087
36	evosql	9.38	5363
36	evosql	12.5	8728
36	evosql	15.63	10099
36	evosql	18.75	13895
36	evosql	21.88	18098
36	evosql	25	18185
36	evosql	28.13	23360
36	evosql	31.25	27379
36	evosql	34.38	27463
36	evosql	37.5	35470
36	evosql	40.63	41191
36	evosql	43.75	41271
36	evosql	46.88	43183
36	evosql	50	43263
36	evosql	53.13	45422
36	evosql	56.25	46359
36	evosql	59.38	147106
36	evosql	62.5	147185
36	evosql	65.63	147252
36	evosql	68.75	297746
36	evosql	71.88	301229
36	evosql	75	667941
36	evosql	78.13	668107
36	evosql	81.25	670665
36	evosql	84.38	674064
36	evosql	87.5	677204
36	evosql	90.63	680012
37	evosql	20	5
37	evosql	40	10
37	evosql	60	14
37	evosql	80	19
37	evosql	100	24
38	evosql	20	7
38	evosql	40	12
38	evosql	60	16
38	evosql	80	21
38	evosql	100	26
39	evosql	16.67	12
39	evosql	33.33	22
39	evosql	50	30
39	evosql	66.67	46
39	evosql	83.33	61
39	evosql	100	263
40	evosql	2.38	6739
40	evosql	4.76	13257
40	evosql	7.14	25547
40	evosql	9.52	27270
40	evosql	11.9	30657
40	evosql	14.29	34032
40	evosql	16.67	40379
40	evosql	19.05	43120
40	evosql	21.43	47446
40	evosql	23.81	47601
40	evosql	26.19	50645
40	evosql	28.57	53397
40	evosql	30.95	53453
40	evosql	33.33	56765
40	evosql	35.71	61993
40	evosql	38.1	62054
40	evosql	40.48	63479
40	evosql	42.86	63534
40	evosql	45.24	67607
40	evosql	47.62	75073
40	evosql	50	82386
40	evosql	52.38	82450
40	evosql	54.76	82507
40	evosql	57.14	83547
40	evosql	59.52	83629
40	evosql	61.9	86639
40	evosql	64.29	88418
40	evosql	66.67	93326
40	evosql	69.05	93395
40	evosql	71.43	93456
40	evosql	73.81	96724
40	evosql	76.19	98859
40	evosql	78.57	99908
40	evosql	80.95	100053
40	evosql	83.33	102851
40	evosql	85.71	106564
40	evosql	88.1	107712
40	evosql	90.48	108211
40	evosql	92.86	109091
40	evosql	95.24	109602
40	evosql	97.62	110229
40	evosql	100	112680
